sentence,label,idx
ACFGIKNO,1,1080
ADEGJLMP,1,1081
ACEHJKMP,1,1082
BDFHJLMP,0,1083
BDEHJKMP,0,1084
BDFHJLMP,0,1085
ADEGILMP,1,1086
ADEGILNO,1,1087
ADEHJLMO,0,1088
ADEHJLMP,1,1089
ADEGIKMO,1,1090
BDEGJLMP,0,1091
BDFHJLMP,0,1092
BDEHJLMO,0,1093
ACEHJKMO,0,1094
BCEHJKMP,0,1095
ADFGJLMP,0,1096
ADFGJKNO,1,1097
ADEGJKMP,0,1098
ACFGIKNO,1,1099
BDEHJKMO,0,1100
ACFGJKNO,1,1101
BCEGIKMP,1,1102
BCEGJKMP,0,1103
ACEHJKMP,0,1104
ACEGJLMP,1,1105
ACEHJKMP,1,1106
ACEGJKNO,1,1107
BDFHILMP,0,1108
ACFGIKNO,1,1109
BCEHJKMO,0,1110
ACFGJKNO,1,1111
ACEHJLMP,1,1112
ADEHJLMP,0,1113
ACEHJLMO,1,1114
ADFHJLMP,0,1115
BCEHJKMO,0,1116
BDFGJLMP,0,1117
ACEHILMO,1,1118
ADEHILMP,1,1119
ACEGJLMO,1,1120
ADEGILMO,1,1121
ADFHJKMO,0,1122
ACFGIKNO,1,1123
ADFGJKNO,1,1124
ACFGJKNO,1,1125
BCEHJKMP,0,1126
ADEGJLMP,1,1127
BDEHJKMO,0,1128
ACEHIKMP,1,1129
BDEHJKMO,0,1130
ADEGILMO,1,1131
BDFHJLMO,0,1132
BCFHIKMP,0,1133
ADEHILMP,1,1134
BDEHJLMP,0,1135
ADEHJKMP,0,1136
ADEHJLMP,0,1137
ADEGIKMP,1,1138
BDEHJLMO,0,1139
ADEHJKMP,0,1140
ACFGJKNO,1,1141
ADEGILMP,1,1142
ACEHIKMO,1,1143
ACFHJLMO,1,1144
BDEHJLMP,0,1145
BDFHJKMO,0,1146
ACFGJLMP,1,1147
BDEHJKMO,0,1148
BDFHILMO,0,1149
BDEHILMO,0,1150
ADEGJLNP,1,1151
BCEHJLMP,0,1152
BDEHIKMO,1,1153
BCFHJKMO,0,1154
BDFHJKMP,0,1155
BDEHJKMP,0,1156
ADEHJLMO,0,1157
ADEGJLMP,1,1158
BDEHJKMP,0,1159
ADEHJKMP,0,1160
ADFGJLNO,1,1161
BDEHJKMP,0,1162
ADFHJLMO,0,1163
BCEHJKMO,0,1164
ADFHJKMO,0,1165
ACEGILMP,1,1166
ADEHILMP,1,1167
ADEHJLMP,0,1168
BCEGJKNO,1,1169
ACEHIKMP,1,1170
ACFGJKNO,1,1171
ACFHJLNP,1,1172
BCEHJKMP,0,1173
ACEHILMP,1,1174
BDFHJKMO,0,1175
ACEHIKMP,1,1176
ACFHJKNO,1,1177
ACEGJKMO,1,1178
BCEHJKMP,0,1179
ACEGIKNO,1,1180
ACFGJKNO,1,1181
ADEHJLMP,0,1182
ACFHIKNP,1,1183
BDEHJKMP,0,1184
BDFGJLMP,0,1185
BDFHJLMP,0,1186
ACEGILMO,1,1187
BDFGJKNP,1,1188
BDFHJLMP,0,1189
ACFHIKNO,1,1190
ADEGJLMP,0,1191
BDFHJLMO,0,1192
BCFHIKMO,0,1193
ADFHJLMO,0,1194
ADEHJLMP,1,1195
BDFHILMO,0,1196
ADEHJLMP,1,1197
ACFGIKNP,1,1198
ACEHIKMP,1,1199
BDFHJKMO,0,1200
ADFGJLNO,1,1201
ACEGIKMO,1,1202
BDEHJKMO,0,1203
ACEHILMO,1,1204
BDEHJLMO,0,1205
ADEHJLMP,0,1206
ADFHJLMP,0,1207
BDEHJKMP,0,1208
BCFGJKNP,1,1209
BCEHJKNP,1,1210
ACFGJKNP,1,1211
BDEHJKMO,0,1212
ADEHJLMP,0,1213
ADEHJKMO,0,1214
ACEGJLMP,1,1215
ADEHJKMP,0,1216
BDEHJKMP,0,1217
ACEGJKMP,1,1218
BCEHIKMP,1,1219
ADEGIKNO,1,1220
ACFHJKNO,1,1221
BCEHJKMP,0,1222
BCFHJKMO,0,1223
ADFHJLMP,1,1224
BCFGIKNO,1,1225
BDFHJKMP,0,1226
ADEHJLMO,0,1227
ADEHJKMP,0,1228
ADFGJKNP,1,1229
ACEGJLNO,1,1230
BCEGILMO,1,1231
BDFHJKMO,0,1232
ACEGIKMP,1,1233
ADEHILMO,1,1234
ADEHJKMP,0,1235
ADEHJKMO,0,1236
BDEHJKMO,0,1237
ADEGJLMP,0,1238
BDFHJLMO,0,1239
ADEHJLMP,0,1240
ADFHJLMO,0,1241
BDEHJKMP,0,1242
ADEHJKMP,0,1243
BCFHILMO,0,1244
ACEHIKMP,1,1245
BCFHJKMO,0,1246
BDFHJLMP,0,1247
ADFHJLMP,0,1248
BDFHJKMO,0,1249
ACFHJKNP,1,1250
BDEHJKMP,0,1251
ADEHJKMO,0,1252
BCEGJKMP,0,1253
ACEHJLMP,1,1254
BDEHJKMP,0,1255
ACFHIKNO,1,1256
ADFGJKMP,0,1257
ACFGIKNO,1,1258
BDEHJKMO,0,1259
ACEGJLNP,1,1260
ACEGIKNO,1,1261
ACFHJKNP,1,1262
ACFGIKNO,1,1263
BDEHJKNO,0,1264
ACEGILMO,1,1265
BDEHJKMP,0,1266
ADFHJLMO,0,1267
BDEHJKMO,0,1268
ADEGJKNO,1,1269
ADEHJKMO,0,1270
ACEHJLMP,1,1271
ADEGJLMP,1,1272
ADEHJLMO,0,1273
ACEHIKMP,1,1274
ACFGIKNP,1,1275
BDFHILMO,0,1276
ADFHJLMO,0,1277
BDFHJLMP,0,1278
ACFHJKNO,1,1279
ACFGJLMO,1,1280
ACEGJLMO,1,1281
ADFHJLMO,0,1282
ADFHJLMP,0,1283
ACEGJLMP,1,1284
BCEHJKNO,0,1285
ADEGILMO,1,1286
ADEHILMO,1,1287
ACEHJKNO,1,1288
ADFGJLMP,0,1289
BCFHJLMO,0,1290
ACFGIKNO,1,1291
ACEHILMO,1,1292
ADEGJLMP,0,1293
ACFGJKNO,1,1294
ADEHJKMP,0,1295
BDEHILMO,1,1296
BDEHJKMO,0,1297
ADEHJLMO,0,1298
ADEHJKMO,0,1299
ADEHJLMO,1,1300
ADEHJKMO,0,1301
ADEGJLMO,1,1302
ADFHJLMO,0,1303
BDEGJLMO,1,1304
BDFHJKMO,0,1305
ADEHJKMP,0,1306
ACEHILMP,1,1307
ADEGIKMP,1,1308
BDFHJLMP,0,1309
ADEHJLMP,0,1310
BDFHJKMP,0,1311
ACEHILMP,1,1312
ACFGJLMP,1,1313
ACFHIKNO,1,1314
BDEHJKMO,0,1315
ADFHILMO,0,1316
BDFHILMO,0,1317
ACFGJKNO,1,1318
ACEHILMP,1,1319
ACEHILMP,1,1320
BDEGJKMP,0,1321
ADEHIKMP,1,1322
ACEGILMP,1,1323
BDEHJKMO,0,1324
BCEHILMO,1,1325
ACEHIKMP,1,1326
ADEHJKMO,0,1327
ACEGJKMP,0,1328
ACEHJLMO,1,1329
ACEHILMP,1,1330
ADFHJLMP,0,1331
ADEHJKMP,0,1332
ADFHJLMO,0,1333
ACEGJLMP,1,1334
BCFGJKMP,0,1335
BDEGILMO,1,1336
BDFHILNO,0,1337
BCEHJKMO,0,1338
ADEHILMO,1,1339
BCEHJLMP,0,1340
ACFHILMP,1,1341
ACFGIKNO,1,1342
BCFHJKMO,0,1343
BCEHJKMP,0,1344
BDEHILMO,1,1345
ACEHILMP,1,1346
BCEHJLMP,0,1347
BDFHILMO,0,1348
BCEHJKMO,0,1349
ADEHILMP,1,1350
ACFHJLMP,1,1351
BDFHILNO,0,1352
ACEHJKMO,0,1353
BCFHJKNP,1,1354
ADEGILMO,1,1355
ACEHJKMP,1,1356
BDEHJKMP,0,1357
ACEHILMP,1,1358
ACEGJLMP,1,1359
ADEHJKMP,0,1360
BCEHILMO,0,1361
ACEGJLMP,1,1362
ADEGILMP,1,1363
BCFHJLMO,0,1364
BCEHJKMP,0,1365
BCEHJKMP,0,1366
ACEGJLMO,1,1367
ADEHJLMP,0,1368
ACFGJKNO,1,1369
BDFHJKNO,0,1370
ADEHJKMP,0,1371
ACEHIKMP,1,1372
BCFHILNO,0,1373
BCEHJKNP,0,1374
BDEHJKMO,1,1375
BDEHJKNP,0,1376
ADFGJLMO,1,1377
ADEHILMO,1,1378
ADFGJKNP,1,1379
BCEGJLMP,0,1380
BDEHJLMP,0,1381
ACEGJKMP,1,1382
BDFHJLMP,0,1383
BCEHJKMO,0,1384
ACEHILMP,1,1385
BDFHJKMO,0,1386
ADEHJKMP,0,1387
BCFGJKNO,1,1388
BDEHJKMO,0,1389
BDFHJKMO,0,1390
BDFGIKNP,1,1391
ADFHJKMO,0,1392
ADEHJKMP,0,1393
ACEHIKNO,1,1394
ACEGIKNP,1,1395
ADFGJLNO,1,1396
ACEHJKNO,1,1397
BDEHJKMP,0,1398
ADEHJKMP,0,1399
BDEHJLMP,0,1400
BDFHJLMP,0,1401
ADFHJLMP,0,1402
ADEGJLMP,1,1403
ADFGJKNP,1,1404
ACEHILMP,1,1405
BDEHJKMP,0,1406
ADEHJLMP,1,1407
ACFHJLMP,1,1408
ADEHJKMO,0,1409
ADEHILMO,1,1410
ACEHJKMP,1,1411
ACFGILNO,1,1412
ACEHJKMO,0,1413
ADEHJLMP,0,1414
BCEGJKMP,0,1415
ADEHJLMP,1,1416
BDFHJLMO,0,1417
ADEHJKMP,1,1418
BDEHJKMO,0,1419
BDEHJKNO,0,1420
BDEHJKMO,0,1421
ADFHJLMO,0,1422
BCFHJKMP,0,1423
ACFGJLNO,1,1424
ACFGJKNO,1,1425
ACEGIKNO,1,1426
ADEHJKMP,0,1427
ACFGJKNP,1,1428
BDEHJKMO,0,1429
ADEHJKMO,0,1430
BDFHJLMP,0,1431
ACEHJLMO,0,1432
ADEHJLMO,0,1433
BDFHILMO,0,1434
ADEGJLNP,1,1435
ACEGJLMP,0,1436
ADEHJLMP,0,1437
ADEHILMP,1,1438
BCEHJKMP,0,1439
BDEHJLMO,0,1440
BDEHJKMO,0,1441
ACEHILMP,1,1442
ACFHJKNO,1,1443
ADFHILMO,0,1444
ACFGJLNO,1,1445
ADEHJKMP,0,1446
BDFGJKMP,0,1447
BDEHJKNO,0,1448
ADEHJLMP,0,1449
ADEHJKMO,1,1450
BCFHJKMO,0,1451
ACEGJLMO,1,1452
BDFHJKMP,0,1453
BDFHJLMP,0,1454
ACEGIKMO,1,1455
ADEHJLMP,0,1456
ADFGJLMO,1,1457
ADEHJLNP,0,1458
ADEHJLMO,0,1459
BDEHJKMO,0,1460
ADFHJLMO,0,1461
BCEHJKMP,0,1462
BCEHJLMP,0,1463
BCFHJLMP,0,1464
ACEGJLMP,1,1465
ADEHJKMP,0,1466
BCFHILMO,1,1467
ACEHJKMO,0,1468
BDEHJKMP,0,1469
ACFGJKNO,1,1470
ADEGJLNO,1,1471
ACFGJKNP,1,1472
ACFGJKNP,1,1473
ADEHJLMP,0,1474
BDEHJKMP,0,1475
BDEHJKMP,0,1476
BDEHJKNO,0,1477
ADEGILMP,1,1478
BCEHJKMP,1,1479
BCEHJLMP,1,1480
ACEGJLMO,1,1481
ADFHJKMO,0,1482
BCEGIKNP,1,1483
BDEHJKMO,0,1484
ADEHJKMP,0,1485
ACEHJKMP,0,1486
BCFGILMP,0,1487
BDFGJLMP,0,1488
ACEHIKMO,1,1489
ACFGJLNO,1,1490
ADEHJLNO,0,1491
ACEHILMP,0,1492
BDEHILMO,1,1493
ADEHJKMP,0,1494
ADEHJKMP,0,1495
BCEHJKMO,0,1496
ACFGJKNO,1,1497
ACEHJKMO,0,1498
ADFHJLMP,1,1499
ACEGJLNO,1,1500
ACEGJKMP,1,1501
BDEGILMO,1,1502
ADEGJLMO,1,1503
ACEGIKNO,1,1504
BCEHJKMO,0,1505
ACFGIKNO,1,1506
ADFHILMO,0,1507
BDFHJLMO,0,1508
ADFHJLMO,0,1509
ADEGJLMP,1,1510
BCEHJKMO,0,1511
BCEHJKMO,0,1512
ADEHJLMO,0,1513
BCEHIKMO,1,1514
ADFHJLMO,1,1515
ADEGIKMP,1,1516
BCEHJKMP,0,1517
BDEHJKMO,0,1518
ACFHIKNO,1,1519
ADFGJLNO,1,1520
ACEHJLMO,0,1521
ADEHJKMP,0,1522
ADFGIKNO,1,1523
ADFHJLMO,0,1524
BDEHJKMP,0,1525
BCFHJKNP,1,1526
ACFHJKNO,1,1527
ACFHJLNP,1,1528
BCEHJLMP,0,1529
ACFGJLMP,1,1530
ADFHJLMO,0,1531
BDFHIKMO,1,1532
BCEHIKMO,1,1533
ACEGJLMO,1,1534
ADEGJKNP,1,1535
BCFGJKNO,1,1536
ADEHJLMP,0,1537
BCEGJKMP,0,1538
BDEHJKMO,0,1539
BDFHJLMP,0,1540
BDEHJKMP,0,1541
BDEHJLMP,0,1542
ACEHJKMP,0,1543
BDFHJLMP,0,1544
BCEHJKMP,0,1545
ACFGJKNP,1,1546
BCFHIKNO,1,1547
ADEHJLMP,0,1548
BDEHJLMO,0,1549
ADFGIKNP,1,1550
ACEGJLMP,0,1551
ACEGJLMP,1,1552
BDFHJLMP,0,1553
ADEHJKMP,0,1554
ADEHJLMP,0,1555
BDFHILMO,0,1556
ADFGIKNO,1,1557
ACFGJKNO,1,1558
BDFGJKMP,0,1559
ACFGJKNP,1,1560
BCEHJKMP,0,1561
ADFGJLMO,0,1562
BCFHIKNO,1,1563
BDFHJKNO,0,1564
ADEHJLMP,0,1565
BDFHJKMO,0,1566
ACEHJKMO,0,1567
ADEHJLMP,0,1568
BCFGIKMO,0,1569
ACEGILNO,1,1570
BCFHJLMP,0,1571
ACFGJKNO,1,1572
BDFHJLMP,0,1573
BDEHJKMP,0,1574
ACEGILMP,1,1575
ADEHJLMO,0,1576
ADEHJKMO,0,1577
ADEHJKMO,0,1578
ADFHJLNP,1,1579
ACEHJKNP,1,1580
BCEHJKNP,0,1581
BCEHIKMO,0,1582
ACFGJKNP,1,1583
ACEGJKNP,1,1584
BDEHJLMP,0,1585
BDFHJLMP,0,1586
ACFGJLNP,1,1587
BDFHJLMP,0,1588
ACEGILMO,1,1589
ADFHJLMO,0,1590
ADEHJLMP,1,1591
ADEHJKMP,1,1592
BCFHILNO,0,1593
BDFHJKMO,0,1594
ADEGILMO,1,1595
BDFHJKMP,0,1596
BDEHJLMP,0,1597
ACEGJKNO,1,1598
BCEGIKMP,1,1599
ACEHJLMP,1,1600
ADEHJLMP,0,1601
BCEHJKMP,0,1602
BDFHJLMO,0,1603
BDEHILMP,1,1604
ADEHJKMO,0,1605
ACEGJLMP,1,1606
ACEHIKNO,1,1607
ACEGJLMP,1,1608
BCEGJLMP,0,1609
BDEHILMO,1,1610
BDFGJLMP,0,1611
ACFGJKNO,1,1612
ACEHIKMP,1,1613
ADEHJKMP,0,1614
ADEHJLMP,1,1615
ADEHJLMO,0,1616
ACEGJLNO,1,1617
BDEHJLMP,0,1618
BDEHJKMO,0,1619
ACEHILMO,1,1620
BCEHJKMO,0,1621
ACEHJKMP,0,1622
ACFHJLMP,1,1623
BCFHJKMO,0,1624
ADEHJKMP,0,1625
ACEGJLMP,1,1626
ADFGJKNP,1,1627
BDEGJLMP,0,1628
BDEHJKMP,0,1629
BDEHILMP,1,1630
BCFHIKNO,1,1631
BCFHJKNP,1,1632
BCFHJKNO,1,1633
ACEHJKNO,1,1634
ACEHJKMP,0,1635
BDFHJLMP,0,1636
BDEHJKMO,0,1637
BDFHJLMO,0,1638
ADFGILMO,1,1639
ADEGILMO,1,1640
ACFHJLNP,1,1641
ACEHJKMP,1,1642
ADEHJLMP,0,1643
ACEHJKMP,1,1644
ADFHJLMP,0,1645
BDFHJKMO,0,1646
BDEHJKNP,1,1647
BDEHJKMO,0,1648
ACFGJKNO,1,1649
BCEHJKMP,0,1650
BDEGJLMO,1,1651
ACEHIKNP,1,1652
ADEHJLMP,1,1653
BDFHJKMO,0,1654
ADEHJLMP,0,1655
ADEHJKMP,0,1656
ACFGIKNO,1,1657
ACEHIKMO,1,1658
BDEGJKMP,0,1659
ADEHJLMP,0,1660
ADFHJLMP,0,1661
BCFHJKMO,0,1662
BDEHJKNO,0,1663
ADEHJLMP,0,1664
ADEHJKMO,0,1665
ACFGJKNO,1,1666
ADFGJLMP,0,1667
ACEHJKMP,0,1668
BDFGILMP,0,1669
ADFGJKNO,1,1670
ADFGIKNP,1,1671
ACFGJLMO,1,1672
BDEGILMO,1,1673
ADEHJKMP,0,1674
ACEGILMP,1,1675
ADEHJKMP,0,1676
ADEHJLMO,0,1677
ADEHJKMP,0,1678
ACEGJKNO,1,1679
ACEHILMP,1,1680
BDFHJKMO,0,1681
ADFHJKMP,0,1682
ACEGIKNO,1,1683
ACEHIKMP,1,1684
BDFGJLMP,0,1685
BDEHJKMO,0,1686
ADFHJLMP,0,1687
BCEHIKMO,1,1688
ACFGIKNO,1,1689
ADEGJLMO,1,1690
BDEHJKMP,0,1691
ACFGJKNP,1,1692
ACEHIKMO,1,1693
BDFHJKNO,0,1694
ACEGILMO,1,1695
BDFHJKMO,0,1696
ACEHJKNP,1,1697
BCEHILMP,1,1698
ACFGJKNO,1,1699
ACEHIKMP,1,1700
BDEHIKMO,1,1701
ADEGILMP,1,1702
ACEHJLMP,1,1703
ACEGIKNP,1,1704
ACEGILMO,1,1705
BDEHJKMP,0,1706
ACFHJKNP,1,1707
ACEGJLMO,1,1708
ACFHIKMP,1,1709
BDEHJKMP,0,1710
ADEHJLMP,0,1711
ACFGJKNP,1,1712
ACFGIKNO,1,1713
ACFGJKNP,1,1714
ACFGJKNO,1,1715
BCEGJKMP,0,1716
BCEHJKMO,0,1717
ADEGJKMP,0,1718
ACEGIKMP,1,1719
ACFHIKNP,1,1720
BDEGILMO,1,1721
ADEHJLMP,0,1722
ADEHJLMO,0,1723
ADFHJKMO,0,1724
ADEHJKMP,0,1725
ACEGJLMO,1,1726
BCEHJKMP,0,1727
ADEHJKMP,0,1728
BCEHILMO,0,1729
BDEHJKMO,0,1730
ACEGILMP,1,1731
ADEHJLMP,0,1732
BDFGIKNP,1,1733
BDEHJLMP,1,1734
ADEGJLMO,1,1735
ACEHILMO,1,1736
ADFHJLMO,0,1737
ADFHJLMP,0,1738
ADEHJLMP,0,1739
BDEHJKNO,0,1740
BCEHJKMP,0,1741
BCEHJKMO,0,1742
ADEHJKMP,0,1743
BDFHILMO,0,1744
ADEGILMO,1,1745
BCEHIKMO,0,1746
BDFHJKMO,0,1747
BCEGJLMP,0,1748
ADEHJKMP,0,1749
ACFHJKNP,1,1750
BDFHILMO,0,1751
BCFGJLMP,0,1752
BDEHJLMP,0,1753
ADEGILMO,1,1754
ACEGIKNP,1,1755
BDEHJKMP,0,1756
ADEHJLMP,0,1757
ACEHJKMP,1,1758
BCFGJKNP,1,1759
BCEHJLMP,0,1760
BCEHIKMP,1,1761
ADEHJKMP,0,1762
ACFGIKNO,1,1763
ACEHIKMO,1,1764
BDEGJLNO,1,1765
ADEGJLMO,1,1766
BDEHJLMP,0,1767
ACFGJLMP,1,1768
ADEGIKNO,1,1769
ACFGJKNP,1,1770
ACFGJKNP,1,1771
ADEHJKMO,0,1772
ADEHJKMP,0,1773
BCEHJKMP,0,1774
ACEHIKNP,1,1775
ADEHJLMP,0,1776
BCEGJLMP,0,1777
BCEHJKMO,0,1778
ADFHILMO,0,1779
ADEHJKMP,0,1780
ACEGIKNO,1,1781
BDFHILMO,0,1782
ADEHIKMP,1,1783
ADEGJLMP,1,1784
ACEHILMP,1,1785
ACFHIKNP,1,1786
ACFGJKNP,1,1787
BDFGIKNO,1,1788
BDFHJKMP,0,1789
ACEHJKNO,1,1790
BDEHILMO,0,1791
ACFHIKNO,1,1792
ADEHJKMP,0,1793
BCEHJLMP,0,1794
BDEGJKMP,0,1795
ADEHJKMO,0,1796
ACEGILMO,1,1797
ACEGILMP,1,1798
ADFHJLMP,0,1799
ACEGJLMP,1,1800
ACEGJKMP,1,1801
ACFGIKNP,1,1802
BCEGJLMP,0,1803
BDEHIKMO,1,1804
ADFHILMO,0,1805
BCEHJLMO,0,1806
ADFGJKNP,1,1807
BCEGJKMO,0,1808
ACEGJLMP,1,1809
ADFGIKNP,1,1810
ADEHJKMP,0,1811
ADEHJKMO,0,1812
ADFHJLMP,0,1813
ADEGJLMP,0,1814
ADFGILMO,1,1815
BDEHIKMP,1,1816
BCEHJKMP,0,1817
ACFGJKNP,1,1818
ACEHJKNP,1,1819
ACFHJKNO,1,1820
BDEHJLMP,0,1821
ADEHILMP,1,1822
ADEGJLMP,1,1823
ACEHILMP,1,1824
BCEHJKMP,0,1825
ACEGJLMP,1,1826
ACFHJKMO,0,1827
ADEHILMP,1,1828
ADFHJLMP,0,1829
ACEHIKMO,1,1830
ADEGILMP,1,1831
BCEHIKNO,1,1832
BDEHJKMO,0,1833
ACEGILMP,1,1834
ADFGJLMP,0,1835
BDFHJLMO,0,1836
ADEHJKMP,0,1837
ADEHJLMP,0,1838
BDEHJKNO,0,1839
ADFHJLMO,0,1840
ADEHJKMO,0,1841
BCEHJKMP,0,1842
ACEGJLMP,1,1843
BCEHIKMO,0,1844
ACFGJKNO,1,1845
ACEHJKMP,1,1846
BCEHJKMP,0,1847
BCEHIKMP,1,1848
ADEHJLMO,0,1849
ACEHJKMP,1,1850
ACFGJLNO,1,1851
ADFHJLNO,1,1852
BCEHILMO,1,1853
ADEHJKMP,0,1854
BDEHJKMP,0,1855
ADEHJLMP,0,1856
ACFGIKNO,1,1857
ACEHJKNP,1,1858
BDEHJLMP,0,1859
BDEHJLMP,0,1860
BCFHIKNO,1,1861
ADEGJLMO,1,1862
BCEHJKMP,0,1863
ADEHJKMO,0,1864
ACEGILMP,1,1865
ADEHJLMP,0,1866
ADFHJLMP,0,1867
ACFGILNO,1,1868
BDFHJKMO,0,1869
BDFHJLMO,0,1870
ACEHILMP,1,1871
BDFHJLMO,0,1872
ADFGJLMP,0,1873
ADFGJLNP,1,1874
ADEGILMO,1,1875
ACEHILMP,1,1876
ADEHJLMP,0,1877
BCEGIKNO,1,1878
ADFGJKNP,1,1879
BDEHILMO,1,1880
ADEHJLMO,0,1881
ACFGJKNO,1,1882
ADEHILMP,1,1883
BCEHJKMO,0,1884
BDFGJLMP,0,1885
ADEHJKMO,0,1886
BDEHJKMP,0,1887
ADEHIKNO,1,1888
ADFGJLNO,1,1889
ACFGJLMP,1,1890
ADEHJKMO,0,1891
BCEHJKNO,0,1892
ADEHILMO,1,1893
ADFGJLMP,0,1894
BCFGJKNP,1,1895
ADEHJLMP,1,1896
ACFHIKNP,1,1897
ADEHJLMO,0,1898
ACFGJLNO,1,1899
ACEGIKNO,1,1900
ACEHILMP,1,1901
ACEHILMO,1,1902
BCEHJKMP,0,1903
ADFGJKNP,1,1904
BCEHJKMO,0,1905
ADEHJKMO,0,1906
ACEGJKMP,1,1907
ADEHJKMP,0,1908
ADEGILMO,1,1909
BDFHJKMO,0,1910
ADFHJLMP,0,1911
ADFGJKNP,1,1912
ACFHJKNO,1,1913
ADEHJLMP,1,1914
ACFGJKNP,1,1915
ACEGJLMP,0,1916
ACFGIKNO,1,1917
ACFGIKNP,1,1918
ACFGJLMO,1,1919
BDFHJLMO,0,1920
ADFGJLNO,1,1921
ADEHJLMO,1,1922
BCFHJKNO,0,1923
ACEHILMP,1,1924
ADFGJLNO,1,1925
ADEHIKMO,1,1926
ACFHILMO,1,1927
ACEGILMP,1,1928
BDEHJKMP,0,1929
BDEHJKMP,0,1930
ADEHJKMO,0,1931
ADEHJLMO,0,1932
ACEGJLMP,1,1933
ADEHILMP,1,1934
ADEGILMP,1,1935
ADFGJLMO,1,1936
ADEHJLMP,0,1937
ADEGILMP,1,1938
BDEHJLMP,1,1939
ACEGJLMP,1,1940
ACEGJKNP,1,1941
ADEGJLMP,1,1942
BCFHJLMP,0,1943
ACFGIKNP,1,1944
ACFHILMO,0,1945
ACFHJKNO,1,1946
ADFHIKNO,1,1947
ACEHILMO,1,1948
ACEHIKMP,1,1949
ADFGJKMP,0,1950
ADFHJKMP,0,1951
ACFGIKNP,1,1952
ACEHJLMP,1,1953
ACEGJLMP,1,1954
ADEGJLMO,1,1955
ACEGILMP,1,1956
BDFHJKMP,0,1957
ACFGJKNO,1,1958
ADEHILMP,1,1959
BDEHJKMP,0,1960
BDEHJKMO,0,1961
ADEHJLMP,1,1962
ACEHILMP,1,1963
BDEHJKMO,0,1964
BDEHJLNO,0,1965
ADEHJKMP,0,1966
ACFGJKNP,1,1967
ADEGJLMP,1,1968
ACEHIKMP,1,1969
ADEGILMP,1,1970
ACEGIKMP,1,1971
BCEHJKMO,0,1972
BDFHILMO,0,1973
ADFGJLNO,1,1974
ADEHJLMP,0,1975
ADEHILMP,1,1976
ADFGJLNO,1,1977
ACEGJKMP,1,1978
ACFGJKNO,1,1979
BDEHJKMP,0,1980
ADFGJLMP,1,1981
BDEHJLMP,0,1982
BCEGIKMP,1,1983
ADEGJLNO,1,1984
ACEHIKMO,1,1985
BCEGJKMP,0,1986
BCEHJKMO,0,1987
ACFGJKNP,1,1988
BDEHILMP,1,1989
ACFGJKNP,1,1990
ADFHJLMO,0,1991
ACEGJLMO,1,1992
ACFHJLMP,1,1993
ACEGJKNO,1,1994
ADFHJLMP,0,1995
ACEHJLMP,1,1996
ACFGJKNP,1,1997
ADEHILMP,1,1998
ADEHILMP,1,1999
